feature,consensus_score,rank,selected
bytes_per_pkt_total,1.9299285188609494,1,True
ttl_diff,1.9299285188609494,2,True
mean_pkt_src,1.9299285188609494,3,True
ct_srv_dst,1.9299285188609494,4,True
ct_dst_src_ltm,1.9299285188609494,5,True
smean,1.9299285188609494,6,True
ct_srv_src,1.9299285188609494,7,True
sttl,1.9299285188609494,8,True
dmean,1.6007513658635328,9,True
byte_ratio,1.4552036698492028,10,True
load_ratio,1.4552036698492028,11,True
service,1.4552036698492028,12,True
pkt_size_asym,1.4552036698492028,13,True
ct_dst_sport_ltm,1.4552036698492028,14,True
ct_src_dport_ltm,1.4552036698492028,15,True
sbytes,1.452731877950449,16,True
load_per_pkt,1.4361627893648246,17,True
dload,1.4361627893648246,18,True
rate,1.4361627893648246,19,True
ct_dst_ltm,1.4361627893648246,20,True
mean_pkt_dst,1.4361627893648246,21,True
rate_per_pkt,1.4361627893648246,22,True
proto,1.4361627893648246,23,True
dttl,1.4361627893648246,24,True
swin,1.4361627893648246,25,True
sload,1.2770972423946578,26,True
ct_state_ttl,1.1260265168517862,27,True
dbytes,1.1235547249530324,28,True
synack,0.9614379403530781,29,True
ackdat,0.9614379403530781,30,True
win_ratio,0.9614379403530781,31,True
ct_src_ltm,0.9614379403530781,32,True
jit_ratio,0.9614379403530781,33,True
state,0.9614379403530781,34,True
pkt_ratio,0.9614379403530781,35,True
tcp_setup_ratio,0.9614379403530781,36,True
dst_loss_rate,0.9614379403530781,37,False
inter_pkt_ratio,0.9614379403530781,38,False
tcprtt,0.9614379403530781,39,False
src_loss_rate,0.9614379403530781,40,False
loss_rate,0.9614379403530781,41,False
sjit,0.9589661484543243,42,False
sinpkt,0.9589661484543243,43,False
spkts,0.9589661484543243,44,False
dpkts,0.9589661484543243,45,False
dinpkt,0.9589661484543243,46,False
djit,0.9589661484543243,47,False
dtcpb,0.9519214899222469,48,False
stcpb,0.9519214899222469,49,False
dloss,0.48424129944257766,50,False
sloss,0.48424129944257766,51,False
dur,0.48424129944257766,52,False
dwin,0.4771966409105003,53,False
response_body_len,0.4747248490117465,54,False
trans_depth,0.15906554697016675,55,False
is_ftp_login,0.0,56,False
ct_ftp_cmd,0.0,57,False
ct_flw_http_mthd,0.0,58,False
is_sm_ips_ports,0.0,59,False
