fold,method,macro_f1,weighted_f1,accuracy,log_loss,brier_score,ece,roc_auc_macro_ovr,recall_normal,precision_normal,f1_normal,recall_analysis,precision_analysis,f1_analysis,recall_backdoor,precision_backdoor,f1_backdoor,recall_dos,precision_dos,f1_dos,recall_exploits,precision_exploits,f1_exploits,recall_fuzzers,precision_fuzzers,f1_fuzzers,recall_generic,precision_generic,f1_generic,recall_reconnaissance,precision_reconnaissance,f1_reconnaissance,recall_shellcode,precision_shellcode,f1_shellcode,recall_worms,precision_worms,f1_worms
0,p_weighted,0.632546,0.884968,0.875934,0.317006,0.0155,0.030819,0.979517,0.987568,0.96539,0.976353,0.132353,0.090452,0.107463,0.206897,0.052632,0.083916,0.627139,0.471941,0.538583,0.661725,0.800979,0.724723,0.641914,0.85307,0.73258,0.973768,0.994857,0.984199,0.831429,0.925278,0.875847,0.618421,0.652778,0.635135,0.666667,0.666667,0.666667
0,p_stack,0.619478,0.880306,0.866521,0.399478,0.018042,0.019074,0.976381,0.951892,0.988215,0.969714,0.727941,0.24505,0.366667,0.672414,0.17849,0.282098,0.640587,0.451335,0.52956,0.596137,0.850641,0.701004,0.70297,0.776664,0.737982,0.975358,0.994596,0.984883,0.852857,0.867733,0.860231,0.789474,0.225564,0.350877,0.777778,0.28,0.411765
0,p_final,0.661414,0.889085,0.87982,0.316523,0.015523,0.018124,0.983881,0.972973,0.978793,0.975874,0.617647,0.336,0.435233,0.655172,0.169265,0.269027,0.667482,0.456904,0.542474,0.635669,0.832353,0.720835,0.682343,0.830321,0.749094,0.975623,0.994329,0.984887,0.85,0.896084,0.872434,0.736842,0.408759,0.525822,0.777778,0.411765,0.538462
0,base_random_forest,0.63027,0.883995,0.872047,0.429671,0.01753,0.032296,0.961321,0.976081,0.973844,0.974961,0.161765,0.103774,0.126437,0.301724,0.064935,0.10687,0.638142,0.460317,0.534836,0.641959,0.813781,0.71773,0.664191,0.847368,0.744681,0.974298,0.995398,0.984735,0.845714,0.89426,0.86931,0.644737,0.521277,0.576471,0.666667,0.666667,0.666667
0,cal_random_forest,0.63027,0.883995,0.872047,0.429671,0.01753,0.032296,0.961321,0.976081,0.973844,0.974961,0.161765,0.103774,0.126437,0.301724,0.064935,0.10687,0.638142,0.460317,0.534836,0.641959,0.813781,0.71773,0.664191,0.847368,0.744681,0.974298,0.995398,0.984735,0.845714,0.89426,0.86931,0.644737,0.521277,0.576471,0.666667,0.666667,0.666667
0,base_extra_trees,0.616806,0.882633,0.866946,0.812185,0.017265,0.033915,0.933681,0.984865,0.969923,0.977337,0.132353,0.044226,0.066298,0.336207,0.062102,0.104839,0.476773,0.442177,0.458824,0.644205,0.824612,0.723329,0.65429,0.899093,0.757402,0.977742,0.993271,0.985445,0.828571,0.919176,0.871525,0.486842,0.649123,0.556391,0.777778,0.583333,0.666667
0,cal_extra_trees,0.616806,0.882633,0.866946,0.812185,0.017265,0.033915,0.933681,0.984865,0.969923,0.977337,0.132353,0.044226,0.066298,0.336207,0.062102,0.104839,0.476773,0.442177,0.458824,0.644205,0.824612,0.723329,0.65429,0.899093,0.757402,0.977742,0.993271,0.985445,0.828571,0.919176,0.871525,0.486842,0.649123,0.556391,0.777778,0.583333,0.666667
0,base_xgboost,0.617984,0.875794,0.879577,0.313966,0.015715,0.014722,0.981176,0.985541,0.957087,0.971105,0.102941,0.875,0.184211,0.017241,0.4,0.033058,0.562347,0.454097,0.502458,0.716532,0.697725,0.707004,0.679868,0.729849,0.703973,0.973238,0.990828,0.981954,0.821429,0.933442,0.87386,0.565789,0.632353,0.597222,0.555556,0.714286,0.625
0,cal_xgboost,0.617984,0.875794,0.879577,0.313966,0.015715,0.014722,0.981176,0.985541,0.957087,0.971105,0.102941,0.875,0.184211,0.017241,0.4,0.033058,0.562347,0.454097,0.502458,0.716532,0.697725,0.707004,0.679868,0.729849,0.703973,0.973238,0.990828,0.981954,0.821429,0.933442,0.87386,0.565789,0.632353,0.597222,0.555556,0.714286,0.625
0,base_knn,0.551282,0.856095,0.857351,1.967012,0.019192,0.033609,0.876235,0.970676,0.944138,0.957223,0.191176,0.114537,0.143251,0.025862,0.115385,0.042254,0.518337,0.465423,0.490457,0.697664,0.66767,0.682337,0.541254,0.693446,0.60797,0.972178,0.993501,0.982724,0.815714,0.865152,0.839706,0.407895,0.462687,0.433566,0.222222,0.666667,0.333333
0,cal_knn,0.551282,0.856095,0.857351,1.967012,0.019192,0.033609,0.876235,0.970676,0.944138,0.957223,0.191176,0.114537,0.143251,0.025862,0.115385,0.042254,0.518337,0.465423,0.490457,0.697664,0.66767,0.682337,0.541254,0.693446,0.60797,0.972178,0.993501,0.982724,0.815714,0.865152,0.839706,0.407895,0.462687,0.433566,0.222222,0.666667,0.333333
1,p_weighted,0.601467,0.890355,0.880974,0.307633,0.01483,0.026777,0.977846,0.990135,0.972137,0.981054,0.058824,0.038835,0.046784,0.119658,0.033413,0.052239,0.633252,0.469203,0.539022,0.665319,0.824151,0.736266,0.688119,0.857143,0.763387,0.979603,0.995692,0.987582,0.822604,0.917065,0.86727,0.653333,0.576471,0.6125,0.333333,0.6,0.428571
1,p_stack,0.626324,0.884582,0.870407,0.393893,0.017664,0.023271,0.964513,0.953919,0.988102,0.97071,0.713235,0.282799,0.40501,0.726496,0.167653,0.272436,0.660147,0.470383,0.549339,0.588949,0.88641,0.707692,0.714521,0.790146,0.750433,0.979868,0.996229,0.987981,0.855508,0.866667,0.861051,0.946667,0.221184,0.358586,0.777778,0.269231,0.4
1,p_final,0.669072,0.894353,0.885529,0.305625,0.014846,0.02035,0.978925,0.97973,0.979465,0.979597,0.514706,0.4,0.450161,0.786325,0.179337,0.292063,0.668704,0.460438,0.545364,0.637466,0.85021,0.728626,0.700495,0.853266,0.76937,0.979603,0.996497,0.987978,0.846924,0.886228,0.86613,0.8,0.444444,0.571429,0.555556,0.454545,0.5
1,base_random_forest,0.611796,0.887831,0.876602,0.424476,0.017069,0.035779,0.960108,0.984595,0.970561,0.977527,0.073529,0.049751,0.059347,0.247863,0.055344,0.090484,0.643032,0.466726,0.540874,0.643306,0.837427,0.727642,0.684818,0.870934,0.766744,0.977748,0.995684,0.986635,0.831187,0.899381,0.863941,0.613333,0.534884,0.571429,0.444444,0.666667,0.533333
1,cal_random_forest,0.611796,0.887831,0.876602,0.424476,0.017069,0.035779,0.960108,0.984595,0.970561,0.977527,0.073529,0.049751,0.059347,0.247863,0.055344,0.090484,0.643032,0.466726,0.540874,0.643306,0.837427,0.727642,0.684818,0.870934,0.766744,0.977748,0.995684,0.986635,0.831187,0.899381,0.863941,0.613333,0.534884,0.571429,0.444444,0.666667,0.533333
1,base_extra_trees,0.608859,0.885335,0.870468,0.675987,0.017019,0.031137,0.940954,0.987568,0.972067,0.979756,0.073529,0.027248,0.039761,0.25641,0.051282,0.08547,0.503667,0.441586,0.470588,0.637916,0.844233,0.726714,0.682343,0.892125,0.773259,0.981457,0.992499,0.986947,0.825465,0.898754,0.860552,0.533333,0.547945,0.540541,0.555556,0.714286,0.625
1,cal_extra_trees,0.608859,0.885335,0.870468,0.675987,0.017019,0.031137,0.940954,0.987568,0.972067,0.979756,0.073529,0.027248,0.039761,0.25641,0.051282,0.08547,0.503667,0.441586,0.470588,0.637916,0.844233,0.726714,0.682343,0.892125,0.773259,0.981457,0.992499,0.986947,0.825465,0.898754,0.860552,0.533333,0.547945,0.540541,0.555556,0.714286,0.625
1,base_xgboost,0.609003,0.884642,0.888322,0.287792,0.014272,0.008994,0.979934,0.98973,0.970195,0.979865,0.051471,0.875,0.097222,0.059829,0.875,0.112,0.575795,0.468191,0.516447,0.714735,0.723511,0.719096,0.74505,0.711024,0.727639,0.980397,0.994358,0.987328,0.818312,0.925566,0.868641,0.653333,0.590361,0.620253,0.333333,0.75,0.461538
1,cal_xgboost,0.609003,0.884642,0.888322,0.287792,0.014272,0.008994,0.979934,0.98973,0.970195,0.979865,0.051471,0.875,0.097222,0.059829,0.875,0.112,0.575795,0.468191,0.516447,0.714735,0.723511,0.719096,0.74505,0.711024,0.727639,0.980397,0.994358,0.987328,0.818312,0.925566,0.868641,0.653333,0.590361,0.620253,0.333333,0.75,0.461538
1,base_knn,0.543271,0.854292,0.856319,2.029365,0.019365,0.035863,0.856638,0.971757,0.94234,0.956823,0.139706,0.097938,0.115152,0.051282,0.171429,0.078947,0.484108,0.453089,0.468085,0.693621,0.67043,0.681828,0.551155,0.70021,0.616805,0.974305,0.992177,0.98316,0.818312,0.824207,0.821249,0.32,0.352941,0.335664,0.333333,0.428571,0.375
1,cal_knn,0.543271,0.854292,0.856319,2.029365,0.019365,0.035863,0.856638,0.971757,0.94234,0.956823,0.139706,0.097938,0.115152,0.051282,0.171429,0.078947,0.484108,0.453089,0.468085,0.693621,0.67043,0.681828,0.551155,0.70021,0.616805,0.974305,0.992177,0.98316,0.818312,0.824207,0.821249,0.32,0.352941,0.335664,0.333333,0.428571,0.375
2,p_weighted,0.620153,0.886007,0.876959,0.328044,0.01597,0.039319,0.979515,0.982838,0.965998,0.974345,0.118519,0.078818,0.094675,0.222222,0.061176,0.095941,0.619804,0.459655,0.52785,0.665319,0.826912,0.737366,0.675185,0.84,0.748629,0.980657,0.9965,0.988515,0.811159,0.898574,0.852632,0.586667,0.517647,0.55,0.666667,0.6,0.631579
2,p_stack,0.600333,0.876527,0.861837,0.396318,0.018615,0.020056,0.980924,0.938108,0.9851,0.96103,0.740741,0.223214,0.343053,0.760684,0.218673,0.339695,0.591687,0.455315,0.51462,0.598383,0.867752,0.708322,0.720528,0.731993,0.726215,0.980657,0.995963,0.988251,0.851216,0.86357,0.857349,0.906667,0.21118,0.342569,0.666667,0.133333,0.222222
2,p_final,0.65641,0.888747,0.880481,0.325962,0.015997,0.020557,0.983895,0.972297,0.974404,0.97335,0.518519,0.333333,0.405797,0.709402,0.195755,0.306839,0.649144,0.451531,0.532598,0.644205,0.84007,0.729214,0.697444,0.818974,0.753339,0.980922,0.996501,0.98865,0.821173,0.88172,0.85037,0.76,0.375,0.502203,0.666667,0.428571,0.521739
