feature,consensus_score,rank,selected
state,0.48424129944257766,1,True
service,0.48424129944257766,2,True
proto,0.48424129944257766,3,True
load_per_pkt,0.48424129944257766,4,True
rate_per_pkt,0.48424129944257766,5,True
win_ratio,0.48424129944257766,6,True
tcp_setup_ratio,0.48424129944257766,7,True
dst_loss_rate,0.48424129944257766,8,True
src_loss_rate,0.48424129944257766,9,True
loss_rate,0.48424129944257766,10,True
bytes_per_pkt_total,0.48424129944257766,11,True
pkt_size_asym,0.48424129944257766,12,True
mean_pkt_dst,0.48424129944257766,13,True
mean_pkt_src,0.48424129944257766,14,True
jit_ratio,0.48424129944257766,15,True
inter_pkt_ratio,0.48424129944257766,16,True
ttl_diff,0.48424129944257766,17,True
load_ratio,0.48424129944257766,18,True
pkt_ratio,0.48424129944257766,19,True
byte_ratio,0.48424129944257766,20,True
ct_srv_dst,0.48424129944257766,21,True
ct_src_ltm,0.48424129944257766,22,True
ct_dst_src_ltm,0.48424129944257766,23,True
ct_state_ttl,0.48424129944257766,24,True
ct_dst_ltm,0.48424129944257766,25,True
ct_src_dport_ltm,0.48424129944257766,26,True
ct_dst_sport_ltm,0.48424129944257766,27,True
dttl,0.48424129944257766,28,True
sttl,0.48424129944257766,29,True
rate,0.48424129944257766,30,True
dbytes,0.48424129944257766,31,True
ct_srv_src,0.48424129944257766,32,True
dmean,0.48424129944257766,33,True
ackdat,0.48424129944257766,34,True
smean,0.48424129944257766,35,True
swin,0.48424129944257766,36,True
tcprtt,0.48424129944257766,37,True
synack,0.48424129944257766,38,True
dloss,0.48424129944257766,39,True
sinpkt,0.48424129944257766,40,True
dinpkt,0.48424129944257766,41,True
sjit,0.48424129944257766,42,True
djit,0.48424129944257766,43,True
spkts,0.48424129944257766,44,True
dpkts,0.48424129944257766,45,True
dur,0.48424129944257766,46,True
sload,0.48424129944257766,47,True
sbytes,0.48424129944257766,48,True
sloss,0.48424129944257766,49,True
dload,0.48424129944257766,50,True
is_sm_ips_ports,0.0,51,False
is_ftp_login,0.0,52,False
ct_ftp_cmd,0.0,53,False
ct_flw_http_mthd,0.0,54,False
stcpb,0.0,55,False
response_body_len,0.0,56,False
dtcpb,0.0,57,False
dwin,0.0,58,False
trans_depth,0.0,59,False
