feature,consensus_score,rank,selected
state,3.525972972925899,1,True
rate_per_pkt,3.525972972925899,2,True
load_per_pkt,3.525972972925899,3,True
bytes_per_pkt_total,3.525972972925899,4,True
loss_rate,3.525972972925899,5,True
tcp_setup_ratio,3.525972972925899,6,True
src_loss_rate,3.525972972925899,7,True
inter_pkt_ratio,3.525972972925899,8,True
mean_pkt_src,3.525972972925899,9,True
mean_pkt_dst,3.525972972925899,10,True
pkt_size_asym,3.525972972925899,11,True
load_ratio,3.525972972925899,12,True
ttl_diff,3.525972972925899,13,True
pkt_ratio,3.525972972925899,14,True
byte_ratio,3.525972972925899,15,True
sinpkt,3.525972972925899,16,True
rate,3.525972972925899,17,True
sttl,3.525972972925899,18,True
dttl,3.525972972925899,19,True
dpkts,3.525972972925899,20,True
dinpkt,3.525972972925899,21,True
dload,3.525972972925899,22,True
sload,3.525972972925899,23,True
dbytes,3.525972972925899,24,True
smean,3.525972972925899,25,True
dmean,3.525972972925899,26,True
ct_dst_sport_ltm,3.525972972925899,27,True
ct_state_ttl,3.233836364662956,28,True
spkts,3.2298621680981814,29,True
tcprtt,2.6495631481370703,30,True
dst_loss_rate,2.6495631481370703,31,True
ackdat,2.6495631481370703,32,True
synack,2.6495631481370703,33,True
djit,2.6416830908780415,34,True
ct_src_dport_ltm,2.6416830908780415,35,True
ct_srv_dst,2.6416830908780415,36,True
service,2.6416830908780415,37,True
ct_dst_src_ltm,2.6416830908780415,38,True
dloss,2.6416830908780415,39,True
ct_dst_ltm,2.6416830908780415,40,True
ct_srv_src,2.6416830908780415,41,True
swin,2.6416830908780415,42,True
sbytes,2.6376405584427465,43,True
sjit,2.6376405584427465,44,True
jit_ratio,2.3495464826150987,45,True
win_ratio,2.3493694736760213,46,True
ct_src_ltm,2.3493694736760213,47,True
dur,2.3455039501798036,48,True
stcpb,1.7647422392719816,49,True
dwin,1.7647422392719816,50,True
dtcpb,1.7647422392719816,51,False
proto,1.7533506763948883,52,False
sloss,1.7533506763948883,53,False
response_body_len,1.4610370591928683,54,False
trans_depth,1.1725206296165462,55,False
ct_flw_http_mthd,0.888332414483153,56,False
is_sm_ips_ports,0.888332414483153,57,False
is_ftp_login,0.0,58,False
ct_ftp_cmd,0.0,59,False
