feature,consensus_score,rank,selected
service,3.5848303388769347,1,True
rate_per_pkt,3.5848303388769347,2,True
load_per_pkt,3.5848303388769347,3,True
bytes_per_pkt_total,3.5848303388769347,4,True
ttl_diff,3.5848303388769347,5,True
mean_pkt_src,3.5848303388769347,6,True
mean_pkt_dst,3.5848303388769347,7,True
ct_srv_dst,3.5848303388769347,8,True
dmean,3.5848303388769347,9,True
ct_src_dport_ltm,3.5848303388769347,10,True
ct_dst_sport_ltm,3.5848303388769347,11,True
sinpkt,3.5848303388769347,12,True
dinpkt,3.5848303388769347,13,True
dload,3.5848303388769347,14,True
dloss,3.5848303388769347,15,True
sload,3.5848303388769347,16,True
rate,3.5848303388769347,17,True
sttl,3.5848303388769347,18,True
dttl,3.5848303388769347,19,True
dpkts,3.5848303388769347,20,True
dbytes,3.5848303388769347,21,True
smean,3.5848303388769347,22,True
swin,3.5848303388769347,23,True
ct_srv_src,3.5848303388769347,24,True
sjit,3.000774116618274,25,True
djit,3.000774116618274,26,True
spkts,3.000774116618274,27,True
sbytes,2.708746005488944,28,True
sloss,2.708746005488944,29,True
proto,2.708746005488944,30,True
stcpb,2.695169702805875,31,True
dtcpb,2.695169702805875,32,True
ct_dst_src_ltm,2.681098602813713,33,True
ct_dst_ltm,2.681098602813713,34,True
state,2.669476705522271,35,True
pkt_size_asym,2.669476705522271,36,True
jit_ratio,2.669476705522271,37,True
inter_pkt_ratio,2.669476705522271,38,True
win_ratio,2.669476705522271,39,True
tcp_setup_ratio,2.669476705522271,40,True
src_loss_rate,2.669476705522271,41,True
loss_rate,2.669476705522271,42,True
pkt_ratio,2.669476705522271,43,True
synack,2.669476705522271,44,True
ct_state_ttl,2.669476705522271,45,True
tcprtt,2.669476705522271,46,True
ackdat,2.669476705522271,47,True
load_ratio,2.669476705522271,48,True
byte_ratio,2.669476705522271,49,True
ct_src_ltm,2.3845450574566933,50,True
dst_loss_rate,2.076369614808231,51,False
response_body_len,1.805014269425723,52,False
dur,1.7933923721342802,53,False
dwin,1.7798160694512115,54,False
is_sm_ips_ports,0.8760843333879904,55,False
ct_flw_http_mthd,0.8760843333879904,56,False
trans_depth,0.8760843333879904,57,False
is_ftp_login,0.0,58,False
ct_ftp_cmd,0.0,59,False
