feature,consensus_score,rank,selected
proto,1.8893916473102081,1,True
rate_per_pkt,1.8893916473102081,2,True
load_per_pkt,1.8893916473102081,3,True
bytes_per_pkt_total,1.8893916473102081,4,True
ttl_diff,1.8893916473102081,5,True
ct_dst_src_ltm,1.8893916473102081,6,True
ct_srv_dst,1.8893916473102081,7,True
ct_src_ltm,1.8893916473102081,8,True
mean_pkt_dst,1.8893916473102081,9,True
mean_pkt_src,1.8893916473102081,10,True
ct_dst_sport_ltm,1.8893916473102081,11,True
dload,1.8893916473102081,12,True
swin,1.8893916473102081,13,True
smean,1.8893916473102081,14,True
dmean,1.8893916473102081,15,True
ct_srv_src,1.8893916473102081,16,True
rate,1.8893916473102081,17,True
sttl,1.8893916473102081,18,True
dttl,1.8893916473102081,19,True
ct_src_dport_ltm,1.8893916473102081,20,True
ct_dst_ltm,1.8893916473102081,21,True
sload,1.734680541127214,22,True
sjit,1.4252583287612257,23,True
dloss,1.4252583287612257,24,True
sinpkt,1.4252583287612257,25,True
djit,1.4252583287612257,26,True
sbytes,1.4252583287612257,27,True
spkts,1.4252583287612257,28,True
sloss,1.4252583287612257,29,True
dinpkt,1.4252583287612257,30,True
dbytes,1.4252583287612257,31,True
dpkts,1.4252583287612257,32,True
state,1.4190709937352923,33,True
load_ratio,1.4190709937352923,34,True
pkt_ratio,1.4190709937352923,35,True
pkt_size_asym,1.4190709937352923,36,True
jit_ratio,1.4190709937352923,37,True
service,1.4190709937352923,38,True
win_ratio,1.4190709937352923,39,True
tcp_setup_ratio,1.4190709937352923,40,True
dst_loss_rate,1.4190709937352923,41,True
src_loss_rate,1.4190709937352923,42,True
loss_rate,1.4190709937352923,43,False
ackdat,1.4190709937352923,44,False
synack,1.4190709937352923,45,False
ct_state_ttl,1.4190709937352923,46,False
tcprtt,1.4190709937352923,47,False
byte_ratio,1.4190709937352923,48,False
inter_pkt_ratio,1.4190709937352923,49,False
dwin,1.4128151158905844,50,False
dtcpb,1.4128151158905844,51,False
stcpb,1.4128151158905844,52,False
dur,0.9549376751863099,53,False
response_body_len,0.9486817973416019,54,False
trans_depth,0.6330722499496803,55,False
ct_flw_http_mthd,0.47836114376668604,56,False
is_sm_ips_ports,0.47836114376668604,57,False
is_ftp_login,0.0,58,False
ct_ftp_cmd,0.0,59,False
